media_en,media_jp,title_articles,date_original
umk,宮崎ニュースUMK,「ガシャーンとガラスが割れて怖かった」民家の裏山が崩れ住宅に土砂が流入　宮崎県都農町,10/23(水) 11:01
umk,宮崎ニュースUMK,【速報】川に流された車を発見　男性の姿はなく安否不明のまま　記録的大雨の宮崎県日南市,10/23(水) 9:52
umk,宮崎ニュースUMK,【速報】串間市で土砂崩れ　国道220号通行止め　ＪＲ日南線も一部区間で運転見合わせ,10/23(水) 9:28
umk,宮崎ニュースUMK,【速報】「家が土砂で潰されている」１人が行方不明　住宅近くの斜面が崩れ土砂に巻き込まれたか,10/23(水) 8:02
umk,宮崎ニュースUMK,【速報】宮崎県で記録的短時間大雨　延岡市付近で約120ミリ　今夜２回目の発表,10/22(火) 23:04
umk,宮崎ニュースUMK,【速報】宮崎県で記録的短時間大雨　延岡市付近で約120ミリ,10/22(火) 22:31
umk,宮崎ニュースUMK,車ごと川に流された男性が安否不明　記録的短時間大雨の宮崎県日南市,10/22(火) 19:24
umk,宮崎ニュースUMK,宮崎市で８年ぶり開催　木下大サーカス【トレリン】,10/22(火) 19:19
umk,宮崎ニュースUMK,秋の九州高校野球を前に　宮崎第１代表・日南学園,10/22(火) 19:16
umk,宮崎ニュースUMK,宮大附属中合唱部・２年連続で全国大会へ　歌詞や曲から感じた大切なメッセージと向き合う,10/22(火) 19:14
umk,宮崎ニュースUMK,【衆院選リポート】宮崎１区　立憲、自民、維新、参政　前職同士の戦いに新人二人が加わる構図,10/22(火) 19:06
umk,宮崎ニュースUMK,衆院選目前・宮崎１区の有権者の声「物価上昇」「年金」「少子化対策」「災害対策」,10/22(火) 19:01
umk,宮崎ニュースUMK,記録的大雨で浸水被害相次ぐ　ＪＲ運転見合わせ・国道通行止めも　宮崎,10/22(火) 18:55
umk,宮崎ニュースUMK,道路が冠水・車が立ち往生　線状降水帯発生で日南市で記録的大雨,10/22(火) 18:52
umk,宮崎ニュースUMK,【中継】茶色い濁流が流れる　氾濫危険水位を超えた広渡川の様子は,10/22(火) 18:49
umk,宮崎ニュースUMK,用水路から水があふれだし冠水　記録的短時間大雨の宮崎県日南市・視聴者動画,10/22(火) 18:49
umk,宮崎ニュースUMK,【解説】今後の雨の降り方は？酒井予報士がキキクル危険度分布で解説,10/22(火) 18:49
umk,宮崎ニュースUMK,【中継】普段は穏やかな「こどものくに」の川に茶色く濁った水　宮崎市青島,10/22(火) 18:47
umk,宮崎ニュースUMK,記録的短時間大雨120ミリの宮崎県日南市・視聴者から冠水映像,10/22(火) 17:16
umk,宮崎ニュースUMK,【速報】宮崎県で記録的短時間大雨 日南市付近で約120ミリ,10/22(火) 16:59
umk,宮崎ニュースUMK,オランダの大学で特別授業　大学生と高校生がヨーロッパ研修に出発,10/22(火) 16:29
umk,宮崎ニュースUMK,大雨続きで季節の風物詩「鮎やな」が完成目前で被害に　南部平野部では線状降水帯も発生,10/22(火) 16:12
umk,宮崎ニュースUMK,【速報】宮崎県南部平野部で線状降水帯発生,10/22(火) 15:16
umk,宮崎ニュースUMK,大雨降り続く　土砂災害に厳重警戒　宮崎県,10/22(火) 12:00
umk,宮崎ニュースUMK,宮崎市発砲事件　六代目山口組系組員の男を銃刀法違反の罪で起訴,10/22(火) 11:58
umk,宮崎ニュースUMK,宮崎市木崎浜で高齢男性とみられる遺体発見,10/22(火) 11:56
umk,宮崎ニュースUMK,ビニール巻き上げ機に巻き込まれる　都農町で農作業中の５１歳男性死亡,10/21(月) 20:09
umk,宮崎ニュースUMK,フォロワー２３万人！４児のパパの炊飯器レシピ　【トレリン】,10/21(月) 20:05
umk,宮崎ニュースUMK,サッカーＪ３リーグ・第３３節　テゲバジャーロｖｓカスタマーレ讃岐,10/21(月) 20:04
umk,宮崎ニュースUMK,宮崎市の高松橋　車道が全面通行止め　市役所職員が時差出勤,10/21(月) 20:01
umk,宮崎ニュースUMK,宮崎市の高松橋　車道が全面通行止め　周辺では交通渋滞も…,10/21(月) 19:58
umk,宮崎ニュースUMK,宮崎市で知人の首傷つけ殺害か　６７歳男を殺人の疑いで送検,10/21(月) 19:55
umk,宮崎ニュースUMK,【みんなと選挙】　衆院選の投票率アップには？　識者２人に聞く,10/21(月) 19:52
umk,宮崎ニュースUMK,衆議院選挙　投票率向上が焦点　期日前投票は約５万人　前回比７％減,10/21(月) 19:40
umk,宮崎ニュースUMK,衆議院選挙　宮崎選挙区１区～３区の選挙戦前半の情勢は,10/21(月) 19:34
umk,宮崎ニュースUMK,衆議院選挙　与野党幹部級が続々と宮崎入り　支持拡大に奔走！,10/21(月) 19:34
umk,宮崎ニュースUMK,【速報】宮崎市の海岸　サーファーを無事発見,10/21(月) 16:51
umk,宮崎ニュースUMK,宮崎1区は立憲先行し自民が続く　宮崎2区は自民と国民が激しく競る　衆院選前半情勢,10/21(月) 16:17
umk,宮崎ニュースUMK,「高松橋」車道が1カ月以上全面通行止め　南北の橋では通勤ラッシュに交通渋滞も,10/21(月) 16:15
umk,宮崎ニュースUMK,宮崎市でラグビークリニック　日本代表が小中高生を楽しく指導！,10/21(月) 12:47
umk,宮崎ニュースUMK,衆議院選挙　宮崎県内で5日間に約５万人が期日前投票,10/21(月) 12:47
umk,宮崎ニュースUMK,日南市で１時間６５．５ミリ　宮崎県内　各地で激しい雨　土砂災害に警戒,10/21(月) 12:47
umk,宮崎ニュースUMK,日南市　飫肥城下まつり「時代絵巻パレード」にぎわう,10/20(日) 21:00
umk,宮崎ニュースUMK,「時間は有限！成長は無限！」元琴恵光・尾車親方が延岡市の小中学校で講演,10/20(日) 18:41
umk,宮崎ニュースUMK,都城市長選挙　現職の池田宜永氏が無投票で４期目の当選,10/20(日) 18:38
umk,宮崎ニュースUMK,宮崎市で殺人事件　知人男性の首を切りつける　６７歳男を逮捕,10/20(日) 18:34
umk,宮崎ニュースUMK,宮崎空港の不発弾探査　磁気異常は「大量の砂鉄」,10/20(日) 13:05
umk,宮崎ニュースUMK,車内で首を切りつけられる　宮崎市で殺人未遂事件　６７歳男を逮捕,10/20(日) 13:01
umk,宮崎ニュースUMK,濃厚な甘さが特徴・延岡市北方町特産　次郎柿の収穫始まる,10/19(土) 20:17
umk,宮崎ニュースUMK,九州一の生産量　みやざきワインヌーヴォー10周年セレモニー,10/19(土) 19:54
umk,宮崎ニュースUMK,宮崎空港での磁気探査で異常見つかる　19日夜に試掘し確認へ,10/19(土) 19:52
umk,宮崎ニュースUMK,投票済みの警告表示されていたが…串間市の期日前投票で二重投票,10/19(土) 19:52
umk,宮崎ニュースUMK,「私たちの一票で変わる未来」少子化対策の原点・産後ケアの重要性を考える,10/18(金) 19:26
umk,宮崎ニュースUMK,宮崎市で若者向けイベント「ＯＭＯＦＥＳ」スペシャルゲストに「ガンバレルーヤ」「ハナコ」など決定,10/18(金) 19:00
umk,宮崎ニュースUMK,読書の秋に！書店スタッフおすすめ、注目の本は？【トレリン】,10/18(金) 19:00
umk,宮崎ニュースUMK,ドジャース山本由伸投手が8奪三振の力投で勝利に貢献　ワールドシリーズ進出に王手！,10/18(金) 19:00
umk,宮崎ニュースUMK,学校対抗玉入れ選手権　聖心ウルスラ学園付属幼稚園の挑戦,10/18(金) 18:51
umk,宮崎ニュースUMK,みんなと選挙　投票所あっちやがプロジェクト,10/18(金) 18:48
